candidate_uid,candidate_name,party_name,party_abbrev,constituency_no,public_constituency_id,constituency_name,district,symbol,gender,source_url,source_document,source_date,serial_no,match_method,match_ambiguous,matched_candidate_2021_id,affidavit_match_method,age,age_source,gender_source,education,education_source,declared_assets,declared_assets_source,assets_movable,assets_immovable,liabilities,liabilities_source,criminal_cases_declared,criminal_cases_flag,criminal_cases_source,affidavit_url,affidavit_reference_url,candidate_reference_url,affidavit_reference_source,affidavit_parse_status,votes_2021,vote_share_2021,winner_2021,winner_party_2021,runner_up_2021,runner_up_party_2021,margin_2021,turnout_2021,total_votes_2021,total_candidates_2021,current_mla,current_mla_party,voters_total_2026,voters_male_2026,voters_female_2026,voters_third_gender_2026,is_swing_seat
tn2026-001-0001,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,DMK,1,1,Gummidipoondi,Tiruvallur,Rising sun,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,1,none,False,,affidavit_exact,65,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/5387/0/cc70d331f3/,https://voterlist.co.in/affidavit-download/5387/0/cc70d331f3/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0002,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,1,Gummidipoondi,Tiruvallur,Two leaves,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,2,none,False,,affidavit_exact,40,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/5815/0/64fbceb8d6/,https://voterlist.co.in/affidavit-download/5815/0/64fbceb8d6/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0003,M.JAGADEESAN,Bahujan Samaj Party,BSP,1,1,Gummidipoondi,Tiruvallur,Elephant,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,3,none,False,,affidavit_exact,34,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/341/0/9e8cdf8197/,https://voterlist.co.in/affidavit-download/341/0/9e8cdf8197/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0004,R.SRIDAR. B.L.,Naam Tamilar Katchi,NTK,1,1,Gummidipoondi,Tiruvallur,Farmer Carrying Plough,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,4,none,False,,affidavit_exact,54,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,,,,not_available,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0005,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,1,1,Gummidipoondi,Tiruvallur,Gas cylinder,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,5,none,False,,affidavit_exact,46,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/6648/0/bd559ad3f3/,https://voterlist.co.in/affidavit-download/6648/0/bd559ad3f3/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0006,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,1,1,Gummidipoondi,Tiruvallur,Pestle and mortar,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,6,none,False,,affidavit_exact,51,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/7795/0/88ba7c770f/,https://voterlist.co.in/affidavit-download/7795/0/88ba7c770f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0007,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,TVK,1,1,Gummidipoondi,Tiruvallur,Whistle,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,7,none,False,,affidavit_exact,56,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/5188/0/c41997b1e3/,https://voterlist.co.in/affidavit-download/5188/0/c41997b1e3/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0008,M.KUMARAN,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Diamond,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,8,none,False,,affidavit_exact,44,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/13064/0/1062dcaa24/,https://voterlist.co.in/affidavit-download/13064/0/1062dcaa24/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0009,GOPAL.K,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Letter box,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,9,none,False,,affidavit_exact,63,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11976/0/0f42a9d661/,https://voterlist.co.in/affidavit-download/11976/0/0f42a9d661/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0010,T.GOVINDAN,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Ship,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,10,none,False,,affidavit_exact,43,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/8666/0/5e61e3efa4/,https://voterlist.co.in/affidavit-download/8666/0/5e61e3efa4/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0011,A.H. SIVA GANESH,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Batsman,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,11,none,False,,affidavit_exact,43,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/10835/0/8abf2253cc/,https://voterlist.co.in/affidavit-download/10835/0/8abf2253cc/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0012,D.SUDHAKAR,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Peas,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,12,none,False,,affidavit_exact,35,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/9158/0/fa2e31bb16/,https://voterlist.co.in/affidavit-download/9158/0/fa2e31bb16/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0013,V.SUDHAKAR,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Water melon,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,13,none,False,,affidavit_exact,40,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/7816/0/3b20d3d209/,https://voterlist.co.in/affidavit-download/7816/0/3b20d3d209/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0014,D.DINESH,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Road roller,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,14,none,False,,affidavit_exact,42,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/9723/0/b4aeb3c7f1/,https://voterlist.co.in/affidavit-download/9723/0/b4aeb3c7f1/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-001-0015,G.RANJITH B.SC.L.L.B,Independent,IND,1,1,Gummidipoondi,Tiruvallur,Crane,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Gummidipoondi,2026-04-19,15,none,False,,affidavit_exact,25,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/10511/0/1dfbf4adac/,https://voterlist.co.in/affidavit-download/10511/0/1dfbf4adac/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Govindarajan T.J,DMK,Prakash M,PMK,50938,78.08,222069,12,Govindarajan T.J,DMK,,,,,False
tn2026-002-0016,DURAI CHANDRASEKAR,Indian National Congress,INC,2,2,Ponneri,Tiruvallur,Hand,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,1,exact_normalized,False,14,affidavit_exact,53,2026 affidavit mirror,2026 affidavit mirror,Graduate Professional,2021 public match,6671323.0,2021 public match,2882323.0,3789000.0,0.0,2021 public match,1,Y,2021 public match,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1985,https://voterlist.co.in/affidavit-download/10371/0/495fed21ab/,https://voterlist.co.in/affidavit-download/10371/0/495fed21ab/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,94528,44.94,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0017,SANTHOSHKUMAR.J,Bahujan Samaj Party,BSP,2,2,Ponneri,Tiruvallur,Elephant,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,2,none,False,,affidavit_exact,46,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16486/0/dff69f5f91/,https://voterlist.co.in/affidavit-download/16486/0/dff69f5f91/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0018,BALARAMAN.P,All India Anna Dravida Munnetra Kazhagam,AIADMK,2,2,Ponneri,Tiruvallur,Two leaves,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,3,exact_normalized,False,15,affidavit_exact,64,2026 affidavit mirror,2026 affidavit mirror,Post Graduate,2021 public match,20579069.0,2021 public match,4758750.0,16867500.0,1047181.0,2021 public match,0,N,2021 public match,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=596,https://voterlist.co.in/affidavit-download/15708/0/d1d6228686/,https://voterlist.co.in/affidavit-download/15708/0/d1d6228686/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,84839,40.33,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0019,RAJATHI.M,Naam Tamilar Katchi,NTK,2,2,Ponneri,Tiruvallur,Farmer Carrying Plough,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,4,none,False,,affidavit_exact,34,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/612/0/c32d2fd2be/,https://voterlist.co.in/affidavit-download/612/0/c32d2fd2be/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0020,ASHOK PRIYADARSHAN,Desiya Makkal Sakthi Katchi,DMSK,2,2,Ponneri,Tiruvallur,Football player,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,5,none,False,,affidavit_exact,47,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15740/0/c9fd9db43f/,https://voterlist.co.in/affidavit-download/15740/0/c9fd9db43f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0021,RAJA.S,Vanchit Bahujan Aaghadi,VBA,2,2,Ponneri,Tiruvallur,Gas cylinder,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,6,none,False,,affidavit_exact,46,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15611/0/129090aa6f/,https://voterlist.co.in/affidavit-download/15611/0/129090aa6f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0022,KOTTEESWARAN. K,Tamizhaga Vaazhvurimai Katchi,TVVK,2,2,Ponneri,Tiruvallur,Camera,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,7,none,False,,affidavit_exact,44,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11400/0/9039914bd8/,https://voterlist.co.in/affidavit-download/11400/0/9039914bd8/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0023,MALATHI.S,Tamizhaga Murpokku Makkal Katchi,TMMK,2,2,Ponneri,Tiruvallur,Matchbox,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,8,none,False,,affidavit_exact,28,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16093/0/4594ce4fda/,https://voterlist.co.in/affidavit-download/16093/0/4594ce4fda/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0024,DR.RAVI.M.S,Tamilaga Vettri Kazhagam,TVK,2,2,Ponneri,Tiruvallur,Whistle,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,9,none,False,,affidavit_exact,67,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16140/0/9d89c281b5/,https://voterlist.co.in/affidavit-download/16140/0/9d89c281b5/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0025,NAGAIYAN.G,Independent,IND,2,2,Ponneri,Tiruvallur,Batsman,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,10,none,False,,affidavit_exact,48,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15881/0/5ab090ab97/,https://voterlist.co.in/affidavit-download/15881/0/5ab090ab97/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0026,BARATHIRAJA.K,Independent,IND,2,2,Ponneri,Tiruvallur,Brush,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,11,none,False,,affidavit_exact,39,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15157/0/a8d3f0b38e/,https://voterlist.co.in/affidavit-download/15157/0/a8d3f0b38e/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0027,RAJASEKAR.J,Independent,IND,2,2,Ponneri,Tiruvallur,Pen drive,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,12,none,False,,affidavit_exact,36,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15425/0/337299f3fa/,https://voterlist.co.in/affidavit-download/15425/0/337299f3fa/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-002-0028,VENKATESAN.S,Independent,IND,2,2,Ponneri,Tiruvallur,Water melon,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Ponneri,2026-04-19,13,none,False,,affidavit_exact,43,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/14821/0/7dd82ddd0f/,https://voterlist.co.in/affidavit-download/14821/0/7dd82ddd0f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Durai. Chandrasekar,INC,Balaraman. P,ADMK,9689,78.2,210354,10,Durai. Chandrasekar,INC,248917,121221,127662,34,False
tn2026-003-0029,G.HARI,All India Anna Dravida Munnetra Kazhagam,AIADMK,3,3,Tiruttani,Tiruvallur,Two leaves,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,1,exact_normalized,False,26,affidavit_exact,65,2026 affidavit mirror,2026 affidavit mirror,Post Graduate,2021 public match,59464786.0,2021 public match,20563422.0,42920152.0,4018788.0,2021 public match,0,N,2021 public match,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=727,https://voterlist.co.in/affidavit-download/12087/0/6bcd49a539/,https://voterlist.co.in/affidavit-download/12087/0/6bcd49a539/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,91061,39.15,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0030,D.KRISHNAMURTHY,Desiya Murpokku Dravida Kazhagam,DMDK,3,3,Tiruttani,Tiruvallur,Nagara,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,2,none,False,,affidavit_exact,63,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/12302/0/7e85005c65/,https://voterlist.co.in/affidavit-download/12302/0/7e85005c65/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0031,CHANDRAN .S.S,Naam Tamilar Katchi,NTK,3,3,Tiruttani,Tiruvallur,Farmer Carrying Plough,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,3,none,False,,affidavit_exact,27,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16381/1/b3cd6ec826/,https://voterlist.co.in/affidavit-download/16381/1/b3cd6ec826/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0032,MUTHURAJ.G,Bahujan Samaj Party,BSP,3,3,Tiruttani,Tiruvallur,Elephant,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,4,none,False,,affidavit_exact,56,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16132/2/036b631ea4/,https://voterlist.co.in/affidavit-download/16132/2/036b631ea4/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0033,M.SATHYA KUMAR,Tamilaga Vettri Kazhagam,TVK,3,3,Tiruttani,Tiruvallur,Whistle,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,5,none,False,,affidavit_exact,38,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16445/1/e48b73dc8c/,https://voterlist.co.in/affidavit-download/16445/1/e48b73dc8c/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0034,BALAJI.A,Thakkam Katchi,TK,3,3,Tiruttani,Tiruvallur,Matchbox,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,6,none,False,,affidavit_exact,37,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16422/0/5e647c8735/,https://voterlist.co.in/affidavit-download/16422/0/5e647c8735/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0035,PAVENDHAN.Y.R,Tamizhaga Vaazhvurimai Katchi,TVVK,3,3,Tiruttani,Tiruvallur,Camera,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,7,none,False,,affidavit_exact,47,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15865/1/98ec005151/,https://voterlist.co.in/affidavit-download/15865/1/98ec005151/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0036,KRISHNAMOORTHY.K,Independent,IND,3,3,Tiruttani,Tiruvallur,Diamond,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,8,none,False,,affidavit_exact,29,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16255/1/4b7198da11/,https://voterlist.co.in/affidavit-download/16255/1/4b7198da11/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0037,KRISHNAMOORTHY.D,Independent,IND,3,3,Tiruttani,Tiruvallur,Pestle and mortar,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,9,none,False,,affidavit_exact,45,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15459/1/04528de110/,https://voterlist.co.in/affidavit-download/15459/1/04528de110/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0038,KRISHNAMOORTHY.M,Independent,IND,3,3,Tiruttani,Tiruvallur,Noodles bowl,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,10,none,False,,affidavit_exact,53,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/14927/1/330185fa1f/,https://voterlist.co.in/affidavit-download/14927/1/330185fa1f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
tn2026-003-0039,SHETTU.S,Independent,IND,3,3,Tiruttani,Tiruvallur,Gas cylinder,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Tiruttani,2026-04-19,11,none,False,,affidavit_exact,53,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/14724/0/d2598ad59b/,https://voterlist.co.in/affidavit-download/14724/0/d2598ad59b/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,S.Chandran,DMK,G.Hari,ADMK,29253,78.76,232624,14,S.Chandran,DMK,260084,128642,131417,25,False
