candidate_uid,candidate_name,party_name,party_abbrev,constituency_no,public_constituency_id,constituency_name,district,symbol,gender,source_url,source_document,source_date,serial_no,match_method,match_ambiguous,matched_candidate_2021_id,affidavit_match_method,age,age_source,gender_source,education,education_source,declared_assets,declared_assets_source,assets_movable,assets_immovable,liabilities,liabilities_source,criminal_cases_declared,criminal_cases_flag,criminal_cases_source,affidavit_url,affidavit_reference_url,candidate_reference_url,affidavit_reference_source,affidavit_parse_status,votes_2021,vote_share_2021,winner_2021,winner_party_2021,runner_up_2021,runner_up_party_2021,margin_2021,turnout_2021,total_votes_2021,total_candidates_2021,current_mla,current_mla_party,voters_total_2026,voters_male_2026,voters_female_2026,voters_third_gender_2026,is_swing_seat
tn2026-142-2599,KUMAR. P,All India Anna Dravida Munnetra Kazhagam,AIADMK,142,142,Thiruverumbur,Tiruchirappalli,Two leaves,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,2,none,False,,affidavit_exact,54,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/10965/0/97df7e4dea/,https://voterlist.co.in/affidavit-download/10965/0/97df7e4dea/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2600,RAJESSH. T,Naam Tamilar Katchi,NTK,142,142,Thiruverumbur,Tiruchirappalli,Farmer Carrying Plough,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,3,none,False,,affidavit_exact,46,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11516/0/41de80ee5b/,https://voterlist.co.in/affidavit-download/11516/0/41de80ee5b/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2601,VISITHRA. S,Bahujan Samaj Party,BSP,142,142,Thiruverumbur,Tiruchirappalli,Elephant,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,4,none,False,,affidavit_exact,31,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/8404/0/ac0f8d3e79/,https://voterlist.co.in/affidavit-download/8404/0/ac0f8d3e79/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2602,KUMARAVEL. T,Thamizhaka Padaippalar Makkal Katchi,TPMK,142,142,Thiruverumbur,Tiruchirappalli,Drill machine,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,5,none,False,,affidavit_exact,51,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11485/0/9953026aa3/,https://voterlist.co.in/affidavit-download/11485/0/9953026aa3/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2603,PITCHAIMUTHU. A,Puthiya Tamilagam,PT,142,142,Thiruverumbur,Tiruchirappalli,Gas cylinder,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,6,none,False,,affidavit_exact,52,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/9772/0/56dbd6bb53/,https://voterlist.co.in/affidavit-download/9772/0/56dbd6bb53/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2604,RANJITH. S,Tamizhaga Vaazhvurimai Katchi,TVVK,142,142,Thiruverumbur,Tiruchirappalli,Camera,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,7,none,False,,affidavit_exact,39,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11462/0/e60148985d/,https://voterlist.co.in/affidavit-download/11462/0/e60148985d/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2605,VIJAYAKUMAR (A) NAVALPATTU S. VIJI,Tamilaga Vettri Kazhagam,TVK,142,142,Thiruverumbur,Tiruchirappalli,Whistle,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,8,none,False,,affidavit_exact,56,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15549/0/8b8e6fa08c/,https://voterlist.co.in/affidavit-download/15549/0/8b8e6fa08c/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2606,JOSEPH. L,Samaniya Makkal Nala Katchi,SMNK,142,142,Thiruverumbur,Tiruchirappalli,Walking stick,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,9,none,False,,affidavit_exact,53,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11519/0/74a71b1bc8/,https://voterlist.co.in/affidavit-download/11519/0/74a71b1bc8/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2607,YESURAJ. I,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Bucket,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,10,none,False,,affidavit_exact,66,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11523/0/f7f60c4db8/,https://voterlist.co.in/affidavit-download/11523/0/f7f60c4db8/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2608,KUMAR. K,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Box,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,11,none,False,,affidavit_exact,72,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/12307/0/35a4f9adb8/,https://voterlist.co.in/affidavit-download/12307/0/35a4f9adb8/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2609,KUMAR. P,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Air conditioner,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,12,none,False,,affidavit_exact,62,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/10690/0/f95ade1819/,https://voterlist.co.in/affidavit-download/10690/0/f95ade1819/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2610,CHARLES. S,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Gramophone,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,13,none,False,,affidavit_exact,71,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/8399/0/acd24889b7/,https://voterlist.co.in/affidavit-download/8399/0/acd24889b7/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2611,SUBBULAKSHMI. R,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Battery Torch,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,14,none,False,,affidavit_exact,43,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/8389/0/db5034b96f/,https://voterlist.co.in/affidavit-download/8389/0/db5034b96f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2612,DEEPAK. P,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Throwing a javelin,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,15,none,False,,affidavit_exact,44,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/12508/0/f3acc81196/,https://voterlist.co.in/affidavit-download/12508/0/f3acc81196/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2613,POULOSH. D,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Ship,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,16,none,False,,affidavit_exact,49,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11504/0/633c228737/,https://voterlist.co.in/affidavit-download/11504/0/633c228737/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2614,MURUGANANTHAM. G,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Scissors,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,17,none,False,,affidavit_exact,46,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/12438/0/9c6ea4e4f8/,https://voterlist.co.in/affidavit-download/12438/0/9c6ea4e4f8/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2615,DR. MOHANA CHELVAN. P,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Telephone,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,18,none,False,,affidavit_exact,52,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/8391/0/314f868176/,https://voterlist.co.in/affidavit-download/8391/0/314f868176/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2616,RAMACHANDRAN. V,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Matchbox,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,19,none,False,,affidavit_exact,69,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/10108/0/de5530e8aa/,https://voterlist.co.in/affidavit-download/10108/0/de5530e8aa/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2617,VINCENTRAJ. A,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Table,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,20,none,False,,affidavit_exact,48,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/13960/0/67aeffdf6f/,https://voterlist.co.in/affidavit-download/13960/0/67aeffdf6f/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2618,VIJAYAKUMAR. C,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Bricks,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,21,none,False,,affidavit_exact,45,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/12453/0/f7059c7d15/,https://voterlist.co.in/affidavit-download/12453/0/f7059c7d15/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2619,VIJAYAKUMAR. N,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Road roller,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,22,none,False,,affidavit_exact,64,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11826/0/232df9f8fe/,https://voterlist.co.in/affidavit-download/11826/0/232df9f8fe/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2620,VETRIVEL KANNA. P,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Diamond,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,23,none,False,,affidavit_exact,28,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/8791/0/d2a8289de5/,https://voterlist.co.in/affidavit-download/8791/0/d2a8289de5/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2621,JAYACHANDRAN. P,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Room cooler,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,24,none,False,,affidavit_exact,55,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/12128/0/30df5d1d9d/,https://voterlist.co.in/affidavit-download/12128/0/30df5d1d9d/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2622,SHAJAGAN. A,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Computer mouse,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,25,none,False,,affidavit_exact,54,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/11283/0/c38253ab62/,https://voterlist.co.in/affidavit-download/11283/0/c38253ab62/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-142-2623,HABEEB RAHAMAN. H,Independent,IND,142,142,Thiruverumbur,Tiruchirappalli,Dish antenna,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Thiruverumbur,2026-04-19,26,none,False,,affidavit_exact,29,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/10862/0/e31ac192ae/,https://voterlist.co.in/affidavit-download/10862/0/e31ac192ae/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,Anbil Mahesh Poyyamozhi,DMK,P Kumar,ADMK,49697,66.59,197013,15,Anbil Mahesh Poyyamozhi,DMK,,,,,False
tn2026-143-2624,T. PARIVALLAL,Dravida Munnetra Kazhagam,DMK,143,143,Lalgudi,Tiruchirappalli,Rising sun,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,1,none,False,,affidavit_exact,50,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15719/0/2c743dbd2a/,https://voterlist.co.in/affidavit-download/15719/0/2c743dbd2a/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2625,PRATHEEBA,Bahujan Samaj Party,BSP,143,143,Lalgudi,Tiruchirappalli,Elephant,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,2,none,False,,affidavit_exact,44,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,,,,not_available,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2626,N. MADHAN,Naam Tamilar Katchi,NTK,143,143,Lalgudi,Tiruchirappalli,Farmer Carrying Plough,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,3,none,False,,affidavit_exact,30,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16610/0/b9d8581643/,https://voterlist.co.in/affidavit-download/16610/0/b9d8581643/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2627,LEEMAROSE MARTIN,All India Anna Dravida Munnetra Kazhagam,AIADMK,143,143,Lalgudi,Tiruchirappalli,Two leaves,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,4,none,False,,affidavit_exact,58,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/13003/0/e887d91618/,https://voterlist.co.in/affidavit-download/13003/0/e887d91618/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2628,K. IMMACULATE MARY,Samaniya Makkal Nala Katchi,SMNK,143,143,Lalgudi,Tiruchirappalli,Air conditioner,Female,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,5,none,False,,affidavit_exact,49,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15796/0/a8cffd692b/,https://voterlist.co.in/affidavit-download/15796/0/a8cffd692b/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2629,P. ELANCHEZHIYAN,Puthiya Tamilagam,PT,143,143,Lalgudi,Tiruchirappalli,Gas cylinder,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,6,none,False,,affidavit_exact,43,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15529/0/1d089a7ef5/,https://voterlist.co.in/affidavit-download/15529/0/1d089a7ef5/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2630,E. YESUDOSS,Tamilaga Makkal Nala Katchi,TMNK,143,143,Lalgudi,Tiruchirappalli,Electric pole,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,7,none,False,,affidavit_exact,59,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16595/0/3c5537fcf8/,https://voterlist.co.in/affidavit-download/16595/0/3c5537fcf8/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2631,KU PA KRISHNAN,Tamilaga Vettri Kazhagam,TVK,143,143,Lalgudi,Tiruchirappalli,Whistle,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,8,none,False,,affidavit_exact,76,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/7718/0/9447457775/,https://voterlist.co.in/affidavit-download/7718/0/9447457775/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2632,P. SARAVANAN,Tamizhaga Vaazhvurimai Katchi,TVVK,143,143,Lalgudi,Tiruchirappalli,Camera,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,9,none,False,,affidavit_exact,49,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15015/0/c0aa8a56e7/,https://voterlist.co.in/affidavit-download/15015/0/c0aa8a56e7/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2633,JOSEPHIN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,AIPTMMK,143,143,Lalgudi,Tiruchirappalli,Coconut farm,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,10,none,False,,affidavit_exact,50,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,,,,not_available,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2634,A. AMALAN SAVARIMUTHU,Independent,IND,143,143,Lalgudi,Tiruchirappalli,Tooth paste,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,11,none,False,,affidavit_exact,53,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/14925/0/7d1e48ad1c/,https://voterlist.co.in/affidavit-download/14925/0/7d1e48ad1c/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2635,M. KRISHNAN,Independent,IND,143,143,Lalgudi,Tiruchirappalli,Letter box,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,12,none,False,,affidavit_exact,56,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/15479/0/f41cb59e93/,https://voterlist.co.in/affidavit-download/15479/0/f41cb59e93/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2636,K. SENTHILKUMAR,Independent,IND,143,143,Lalgudi,Tiruchirappalli,Gramophone,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,13,none,False,,affidavit_exact,50,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/14883/0/3d0bb56588/,https://voterlist.co.in/affidavit-download/14883/0/3d0bb56588/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
tn2026-143-2637,R. TAMILARASAN,Independent,IND,143,143,Lalgudi,Tiruchirappalli,Gas Stove,Male,https://erolls.tn.gov.in/acwithcandidate_tnla2026/Form7A.aspx,Form 7A - Lalgudi,2026-04-19,14,none,False,,affidavit_exact,53,2026 affidavit mirror,2026 affidavit mirror,,,,,,,,,,,,,https://voterlist.co.in/affidavit-download/16314/0/35d200f476/,https://voterlist.co.in/affidavit-download/16314/0/35d200f476/,voterlist.co.in mirror of affidavit.eci.gov.in,reference_link_available_pdf_blocked,,,A.Soundarapandian,DMK,D.R.Dharmaraj,ADMK,16949,79.23,174754,14,A.Soundarapandian,DMK,211043,102156,108861,26,False
